SAP,NAME,ADDRESS,ZIPCODE,CITY,COUNTRY,PHONE,FAX,EMAIL,OBS,LINK
210197,DAGOL-REP MATER CONST ART DEC,"RUA DOS ANJOS, 74 - 1º",1000,LISBOA,PT,21 315 99 81,21 352 02 33,,,
210198,"VATEL-COMP.PRODUTOS ALIMENTARES,S.AQUINTA DA FIGUEIRA","QTª  FIGUEIRA -  SOBRALINHO, AP 211",2616-956,ALVERCA,PT,21 951 84 20,21 951 84 39,,,
210199,S C JOHNSON PROF-PROD QUIMICOS,"RUA 7 DE JUNHO DE 1759, 1",2780,CAXIAS,PT,214408130,214427420,,,
210201,AUGUSTO FERREIRA CASTELO BRANCO LDA,"RUA DOS FANQUEIROS, 235 - 2º D",1100,LISBOA,PT,21 885 49 80,21 886 00 88,,,
210202,ORG  HOTELEIRAS A  ABREU ALVES LDA,RUA D PEDRO V Nº 60 1º DTR,1250-094,LISBOA,PT,21 793 30 68,21 782 3 190,aabreualves@sapo.pt,,
210203,"TOP ATLANTICO VIAGENS E TURISMO, LDEDIF. ES.VIAGENS","AV D JOÃO II, LOTE 1.16.1 4º PISO",1990-083,LISBOA,PT,21 798 11 90,21 796 33 89,av.liberdade@topatlantico.com,VER NOTA,
210204,LUIS FILIPE F F DOMINGUESC.C. PLIM,"RUA DR MANUEL DE ARRIAGA, 5-LOJA 13",2775,CARCAVELOS,PT,21 456 02 99,21 456 02 97,,,
210205,SENSORMATIC,"PRAÇA JOSE QUEIROS 1,FRNº5 PISO 3",1801-802,LISBOA,PT,21 751 05 60,21 751 05 89,suportecomercial@tycoint.com,,
210206,JOAO AMADO ROSARIO PINTO,"PRACETA DO M F A, LT.1-R/C ESQ.",2730-128,TERCENA - BARCARENA,PT,21 437 95 42,,,,
210209,NCR PORTUGAL-INFORMATICA LDA,APARTADO 1396,1011-803,LISBOA,PT,21 313 62 00,21 313 62 99,,,
210210,ELIZABETH ANN ALLEN,"QTª ENCOSTAS,LRG.VASCO D'OREY, Nº 5",2775,SASSOEIROS,PT,,,,,
210211,AUTO TENCAL LDA,"RUA AMILCAR CABRAL, 9-A-B",2695-016,BOBADELA,PT,21 955 00 35,21 994 09 47,,,
210212,PLATANO EDITORA SA,"RUA MANUEL FERREIRA, 1 A-B-C",2855-591,SANTA MARTA CORROIOS,PT,21 255 99 76,21 253 40 68,platanoeditora@webside.pt,,
210213,SELDA / BEBAGUA,"ESTRADA NACIONAL,Nº 10",2695,FONTE DA TALHA / S. JOÃO DA TALHA,PT,707215215/219948960,707 200 162,luis.figueiredo@selda.pt,,
210214,SOCI SOC COM INDEPENDENTE SA,"RUA ANTONIO PEDRO, 111 - 2º E 3º",1169-010,LISBOA,PT,21 311 85 00,,,,
210215,CANNON HYGIENE PORTUGAL LDA,PARQUE INDL J.E.-PAVILHAO CANNON,2645-423,ALCABIDECHE,PT,21 445 90 20,21 445 90 29,cannon@cannonhygiene.pt,,
210216,ALCATEL PORTUGAL SA,"R. S.GABRIEL, APARTADO-80",2750,CASCAIS,PT,21 416 95 00,21 416 95 57,,,
210217,ANTONIO A PEREIRA LDA,APARTADO 1032,2746-601,QUELUZ DE BAIXO,PT,21 434 42 06,21 435 50 37,geral.aapereira@gmail.com,,
210218,ANA MAFALDA CRESPO COELHO,"CALCADA DO CHAFARIZ, 8 - 2º ESQ",2795,LINDA-A-VELHA,PT,,,,,
210219,"SCHMITT ELEVADORES,LDA",ARROTEIA-VIA NORTE-APARTADO 1034,4465-953,S.MAMEDE DE INFESTA,PT,22 957 80 30,22 951 22 50,info@schmitt-elevadores.com,,
210220,MARIA ELISABETE SILVA DUARTE MATOSCALDAS DAS TAIPAS,PRAÇA DR. JOÃO ANTUNES GUIMARÃES,4800,GUIMARÃES,PT,,,,,
210221,RUI MANUEL DE ALBERGARIA PAIVA," Rua da Fonte, 20 Caza de S' Anna",2710-413," Mourelinho,  Sintra",PT,,,,,
210222,OTIS ELEVADORES SA,APARTADO 4 - S. CARLOS,2726,MEM MARTINS CODEX,PT,21 926 83 41,21 926 82 89,servico4@otis.com,,
210223,TURBOGRUPO LDA,"RUA DE OLELAS, Nº 9",2715-007,PERO PINHEIRO,PT,21 962 40 34/5,21 962 40 36,geral@turbogrupo.pt,VER NOTA,
210224,RESOTRANS-REC TRAN RES SOLIDOS,APARTADO 103,2670,LOURES,PT,219824153,219317220,,,
210225,FERNANDO MARIO SANTOS ADRIANO,"BAIRRO DO ALVITO, 34-R/C",1300-053,LISBOA,PT,21 363 03 27,21 363 03 27,,,
210226,JOÃO PAULO LACERDA OLIVEIRA SANTOS,"RUA DE S. PAULO, 172 - 6º A",1200-429,LISBOA,PT,21 346 49 79,,joaoharleysantos@clix.pt,,
210227,HOLIDAY INN LISBON CONTINENTAL,"RUA LAURA ALVES, 9",1069-169,LISBOA,PT,21 004 60 00,21 796 21 30,reservashic@grupo-continental.com,****,
210228,"MULTIGÁSSOC.COM.DISTRIBUIDORA DE GÁS,LDª","RUA ARTILHARIA UM,  37-A",1200,LISBOA,PT,,21 388 12 24,,,
210229,JOSE ANTONIO TENENTE LDA,"AV. DO ULTRAMAR, Nº 13 - C",2750-506,CASCAIS,PT,21 482 72 20,,geral@joseantoniotenente.com,,
210230,ARTUR CARNEIROEDIÇÕES MUSICAIS,QTª STª CECILIA,2710,LOUREL,PT,,,,,
210231,"FARGA-REPRESENTAÇÕES, LDª","RUA CIDADE DE MANCHESTER, 32 - B",1170,LISBOA,PT,,21 815 30 46,,,
210232,"ALFAGENE NOV.TECN.CIÊNCIAS VIDA,LDA",APARTADO 28,2776-901,CARCAVELOS,PT,21 456 88 00,214572034,nataliasales@alfagene.pt,,
210233,"DARIO CORREIA,LDª","RUA DUQUE DE PALMELA, 25 - 2º",1250,LISBOA,PT,219 897 320,219 897 329,geral@dariocorreia.pt,,
210234,CONCESSUS SA,"R.D.FRANCISCO MANUEL DE MELO,9 - 9A",1070-085,LISBOA,PT,21 387 24 06/7,21 388 59 50,logistica@concessus.pt,,
210235,BP PORTUGUESA SA,"R.CASTILHO, 165 - APARTADO 1350",1009,LISBOA,PT,21 389 10 00,,,,
210236,FERRAGENS DE OEIRAS LDA,"R.CANDIDO DOS REIS, 67",2780-213,OEIRAS,PT,21 443 16 64,21 442 16 64,,,
210237,ISABEL MARIA BARRETO DE SOUSA BRITO,"RUA LÚCIO AZEVEDO,17-1º ESQ.",1600-145,LISBOA,PT,,,,,
210238,JOAQUIM GUEDES SILVA & Cª LDA,"RUA DOS MARTIRES DA LIBERDADE, 10",4050-358,PORTO,PT,22 200 59 88,22 208 92 39,,,
210239,"JOSÉ D.GRAÇA (HERDEIROS), LDA",AV.BRASÍLIA DOCA RECREIO BELÉM,1400,LISBOA,PT,3645870,,,,
210240,"VERTIPLAS EST. E REVESTIMENTOS,LDA","AV. CAROLINE MICHAELIS, 1 - 3º F",2795,LINDA-A-VELHA,PT,21 419 59 97,21 419 59 97,vertiplas@hotmail.com,,
210241,RENTOKIL INITIAL PORTUGAL,COMPL.IND.VIALONGA-FRAC.CI GRANJA,2626-501,ALPRIATE - VIALONGA,PT,21 973 84 00,21 973 84 01,angela.mano@rentokil-initial.pt,,
210242,LANDSCAPE CONSTRUÇÃO MANUTJARDINS,"RUA ARMANDO CORTEZ, Nº 1 - 2º D",2770-233,PAÇO DE ARCOS,PT,21 456 95 30,21 456 95 38,geral@jardins-landscape.com,,
210243,FERNANDO RODRIGUES REBELO LDA,"URB.VARANDAS CASCAIS, L.14 C/v Dtº",2750,ALVIDE - CASCAIS,PT,4845645,4861587,,,
210244,"STET-SOC.TÉCNICA EQUIP.TRACTORES,SA",R.GUINÉ - PRIOR VELHO - APARTADO 50,2686,SACAVÉM,PT,21 940 93 00,21 940 94 47,stet@stet.pt,,
210245,PEDRO LUÍS DUARTE CATELA,"RUA ENGº. QUARTIN, 25 - 1º. ESQ.",1750,LISBOA,PT,,,,,
210246,DANIEL MARTINS SAMPAIO FARIA,"RUA PROF. DAMIÃO PERES, LOTE 16",1600,LISBOA,PT,,,dsampaio@iol.pt,,
210247,JOÃO TIAGO SANTOS MORAIS ANTUNES,"RUA LADISLAU PATRÍCIO, 6 - 12º. DTº",1750,LISBOA,PT,,,,,
210248,LUIS FILIPE CRUZ PEDROSO,"R LUIS CADOTE, 34",1900,LISBOA,PT,,,,,
210249,MIGUEL DO CARMO FERREIRA MARTINS S,"TRAVESSA DO JARDIM, 27 - 1º.",1350,LISBOA,PT,,,,,
210250,DINIS DELGADO DOS SANTOS,"RUA BERNARDIM RIBEIRO, 6 - 1º.DTº",2800,ALMADA,PT,,,,,
210251,ALEXANDRE FURTADO FERREIRA ALMEIDA,"PÇ RAINHA D. FILIPA, 4 - 4º - DTº",1600,LISBOA,PT,,,,,
210252,ANTONIO CABRAL CARDOSO LEMOS,"AV ROMA, 36 - 2º  DTº",1700-347,LISBOA,PT,,,,,
210253,ANTONIO M C COSTA OLIVEIRA CASCAIS,"R GOMES FREIRE, 9 - 6º - DTº",1150-175,LISBOA,PT,,,,,
210254,FERNANDO HELDER V A DE FREITAS,"EST CALHARIZ BENFICA, L1 - 5º. ESQ",1500,LISBOA,PT,,,,,
210255,MARCO NUNO SILVA GONCALVES,"R POETA MILTON, 2 - 3º - DTº - FTE",1170,LISBOA,PT,,,,,
210256,NUNO MIGUEL GONÇALVES COSTA,"RUA MARIA LAMAS, Nº. 17 - 5º. ESQ",2720-364,DAMAIA,PT,,,,,
210257,ANTÓNIO LINO NETTO PAISANA,"RUA MIGUEL LUPI, Nº. 44 RC/DTº.",1200,LISBOA,PT,,,,,
210259,NUNO MIGUEL LIMA NASC. SEBASTIÃO,RUA CIDADE BOLAMA. Nº.11 - 7º. ESQ.,1800-000,LISBOA,PT,,,,,
210260,JOSÉ GUERREIRO MIGUEL,"R V ALM AUG CASTRO GUEDES,10-6º-DTº",1800,LISBOA,PT,,,,,
210261,ADRIAO LOPES MATOS CUNHA,"R VALE FORMOSO, 27 - 2º - DTº",1900-826,LISBOA,PT,,,,,
210262,MANUEL CUNHA,"R CONDE, 44 - 1º - DTº",1200,LISBOA,PT,21 396 91 74,,,,
210263,JOAQUIM ALBERTO NOVO TEODORO,"RUA MANUEL TEIXEIRA GOMES,55-7º ESQ",2795,CARNAXIDE,PT,,,,,
210264,ANTÓNIO SERGIO LOPES MOTA PEREIRA,"URBANIZAÇÃO DA PORTELA, L 94 - 7º.E",2685,PORTELA,PT,,,,,
210265,JOAO PEDRO CORTE R SANCHES VALLE,"AV ESTADOS UNIDOS AMERICA,132-10º E",1700,LISBOA,PT,,,,,
210266,TOMÁS MARIA BRAGA C FERREIRA,"AV. ÁLVARES CABRAL, Nº. 47 - 1º",1250,LISBOA,PT,,,,,
210267,JOSÉ MARIA GODINHO DA SILVEIRA,"RUA MARTIN SAIN, 3",2765,ESTORIL,PT,,,,,
210268,ALEXANDRE MELO BARRADAS MAURÍCIO,"AV ROMA, 105 - 3º. DTº.",1700,LISBOA,PT,,,,,
210269,ANTÓNIO EDUARDO A M ASCENSÃO,"R. PROF. MARK ATHIAS, L A-5 - 1º. C",1600,LISBOA,PT,,,,,
210270,PEDRO MARIA COSTA SANTOS BORDALO,"RUA FILIPE MAGALHÃES, 4º. - 7º. DTº",1700,LISBOA,PT,,,,,
210271,FRANCISCO NUNO COSTA CABRAL SIQUEIR,"RUA GONÇALVES ZARCO, Nº. 2 - 3º. DT",1400,LISBOA,PT,,,,,
210272,ANTÓNIO MIGUEL CORTEZ DE LOBÃO,"AV D CARLOS I, 55 - 4º.",1200,LISBOA,PT,,,,,
210273,RODRIGO CANTO MONIZ GOMES,"RUA DOM JERÓNIMO OSÓRIO,Nº1, 2ºESQ.",1400-119,LISBOA,PT,91 765 34 19,,rodrigocantomoniz@gmail.com,,
210274,RAFAEL BRUNO TIAGO BRITO RAMALHO,"R CALOUSTE GULBENKIAN, 6 - 3º - DTO",2830,BARREIRO,PT,,,,,
210275,FRANCISCO MARIA T V OLIVEIRA CORBOZ,"R DIOGO BERNARDES, 18 - 3º - ESQ",1700-129,LISBOA,PT,,,,,
210276,FREDERICO Mª COSTA M CUNHA ROSA,"R ZAIRE, 5 - 3º - ESQ",1170-396,LISBOA,PT,,,,,
210277,"MARTINS D'ALMEIDA E RODRIGUES, LDA","RUA DO MIRANTE, 20",1196,LISBOA,PT,21 8151800,21 8150930,,,
210278,"NOVA DRINKS, LDA","R. ALMADA NEGREIROS,LT. 16 - 3º DTº",2685,SAO JOAO DA TALHA,PT,1.9552049,,,,
210279,"DATA 4 INFORM.PROCESS.DADOS,LDA","AV. VISCONDE DE VALMOR, 41 R/C",1050,LISBOA,PT,7955870,7969417,,,
210280,SOC PORT ARLIQUIDO SA,"AV MARECHAL GOMES COSTA, LT 45",1800-262,LISBOA,PT,80 829 92 99,22 943 09 59,linha.directa@airliquide.com,ENCOMENDAS -Susana Pinto,
210281,"ILC-INSTRUMENTOS LAB. CIENTIFICOS,","R. DR. ALVARO DE CASTRO, 77",1600-058,LISBOA,PT,217962172,217826039,ilc@ilc.pt,,
210282,ABEL BARROS BAPTISTA,"AV CAROLINA MICHAELIS, 36 - 2º ESQ",2795-049,LINDA-A-VELHA,PT,,,abelbb@mail.telepac.pt,,
210283,ANTONIO CALDEIRA PIRES,"AV EST. UNIDOS AMERICA,  124-8º E",1700-180,LISBOA,PT,21 796 06 89,,,deseja receber a correspondência por escrito,
210284,ROCHE FARMACEUTICA QUIMICA LDA,Estrada Nacional nº249 - 1km,2720-413,AMADORA,PT,21 425 70 00,21 418 66 77,roche.portugal@roche.com,Produtos exclusivos de farmácia,
210285,PINHOL GOMES & GOMES LDA.,CAMINHO DOS CONFEITEIROS 41,2794-054,CARNAXIDE,PT,21 425 68 00,21 425 68 34,plasticos.decor@pinhol.com.pt,D. ANA PAULA,
210286,LISMANTEX,"RUA BERNARDO LIMA, 47 - 6º",1169-O77,LISBOA,PT,21 319 21 30/20,,,,
210287,TRADEMBAL LDA,R DA INDUSTRIA-EDIFICIO TRADEMBAL,2780-853,PORTO SALVO,PT,21 422 59 00,21 422 59 09,com5@tradembal.pt,D MANUELA,
210288,ARMINDO & PORTUGAL LDA,"RUA DA GLORIA, 20-B",1200,LISBOA,PT,21 3472323,21 3421193,,,
210289,JOSE MANUEL NEVES,"R. ESPERANCA DO CARDAL, 2 PT. C",1100,LISBOA,PT,3541537,3157441,,,
210290,LUIS PAVÃO LDA,"Rua Rafael Andrade, 29",1150-274,LISBOA,PT,21 812 68 45,21 812 68 45,lupa@lupa.com.pt,www.lupa.com.pt,
210291,"SATIFE, LDA","RUA DA BICA DE DUARTE BELO, 28",1200,LISBOA,PT,21 342 20 51,21 342 70 25,,,
210292,FEIREXPO SACOMPLEXO TABAQUEIRA-CABO RUIVO,RUA CONSELHEIRO EMIDIO NAVARRO,1900-651,LISBOA,PT,21 831 0660,21 831 0666,feirexpo.lisboa@rangel.pt,VER NOTA,
210293,NOVA INFORGAL,"AV. CONS FERNANDO DE SOUSA, 19-B",1070,LISBOA,PT,213874015,213861786,,,
210294,VIQ-VENDAS IMPORT.QUALIDADE,"RUA PEDRO HOMEM DE MELO, 338",4150-442,PORTO,PT,02-6167210,02-6164216,,,
210295,CHARLES HERTIG LDª,"RUA DOS CORREEIROS, 140, 3º D",1100-168,LISBOA,PT,21 342 68 08,21 342 42 64,hertig@sapo.pt,,
210296,EDUARDO FERREIRA VICENTE,"R CORONEL SANTOS PEDROSO, 7 - 2º DT",1500,LISBOA,PT,,,,,
210297,FRANCISCO MONTEIRO GONCALVES COSTA,"AV BRASILIA, 28 - 2º - ESQ",2780-207,OEIRAS,PT,,,,,
210298,DIAMANTINO PINTO,"R BARTOLOMEU DIAS, 18 - 1º - DTº",2675,ODIVELAS,PT,,,,,
210299,ANTÓNIO SILVA ALEXANDRECASAL DO PREVILÉGIO,"RUA DAS CAMÉLIAS, 26",2675,PÓVOA DE SANTO ADRIÃO,PT,,,,,
210300,ANTONIO ABILIO SILVA,"R MARIA PIA, 484 - R/C - DTO",1300,LISBOA,PT,,,,,
210301,ALTERNATIVUM PROD ESPECTACULOSUNIPESSOAL LDA,"R DR LACERDA E ALMEIDA, 10 - 1º DTº",1070,LISBOA,PT,9319887768,,,,
210302,FOTOGRAFA LAURA GUERREIRO,"URB.PÁTEO DO PINHEIRO,33",2640,MAFRA,PT,,,,,
210303,COMPANHIA RISCOS-DESIGN LDA,"AV ROMA, 16 - 1º ESQ",1000-265,LISBOA,PT,,,,,
210304,CTT CORREIOS DE PORTUGAL SADirecção Financeira,Rua Conde Redondo 79 - 4º,1167-002,Lisboa,PT,21 317 50 00,21 317 55 88,contasareceber@ctt.pt,,
210305,IMPRENSA NACIONAL CASA MOEDA,Av.António José Almeida,1000-042,LISBOA,PT,21 330 17 00,21 330 17 07,linhacliente@incm.pt,Alteração feita pela factura e confirmada telefone,
210306,"ATLANTIDA-VIAGENS TURISMO, SA",AV COLUMBANO BORDALO PINHEIRO 61 B,1070-061,LISBOA,PT,21 722 82 10,21 726 55 34,atlantidaviagens@gmail.com,,
210307,RNTRANS ACTIVIDADES TRANSITARIAS SA,"RUA DO ARSENAL, 124-146",1100,LISBOA,PT,21 324 62 00,21 324 62 06,finearts@rntrans.pt,,
210308,LIVRARIA FLUMINENSE,R.D. PEDRO V -QTA.  DROGAS .FRA. E,2615-381,ALVERCA DO RIBATEJO,PT,21 957 93 00,21 957 93 01,,,
210309,LIVRARIA BERTRAND,R GARRETT 73-75,1200,LISBOA,PT,21 347 61 22,21 342 42 75,pedro.almeida@bertrand.pt,Dª Filipa Lourenço   servico.clientes@bertrand.pt,
210310,AUTO REPARADORA,AV. ANTONIO FONSECA SIMÕES,2300,TOMAR,PT,,,,,
210311,MANUEL P GONCALVES (SERRAO) FILHOS,R COMANDANTE CAMACHO FREITAS,9350-000,RIBEIRA BRAVA-MADEIRA,PT,,,,,
210312,TRIAMI,"RUA JOÃO DA SILVA, 1 - 1º DTº",2775,CARCAVELOS,PT,1.4446156,1.4580205,,,
210313,ANTÓNIO FIGUEIREDO & FILHA,"RUA LATINO COELHO, 38",1000,LISBOA,PT,,,,,
210314,"JOAQUIM GASPAR, LDA",RUA DA GANDARADA,3450,MORTÁGUA,PT,,,,,
210315,ORACLE,Lagoas Park - Edifício nº 8,2780-000, PORTO SALVO,PT,21 423 50 00,21 423 51 00,,,
210316,"TMG-TRABALHO TEMPORÁRIO, LDª","AV. D. CARLOS I, 144 - R/C ESQ",1200,LISBOA,PT,,,,,
210317,TRANSPORTES VILAÇA LDA,"RUA DAS FURNAS, 7 - RIBEIRA DA LAGE",2780-291,OEIRAS,PT,4842360,,,,
210318,ENZIFARMA DIAG FARMACEUTICA LDA,TAGUSPARK - NUCLEO CENTRAL 485,2780-920,OEIRAS,PT,21 421 93 30,214219339,enzifarma@enzifarma.pt,,
210319,SALVADOR VICENTE & GABRIEL LDA,AV DE ROMA 50-C,1700-348,LISBOA,PT,21 848 82 89,,floresromeira@sapo.pt,,
210320,J. MENDES COELHO LDA,"R. S. SEBASTIÃO PEDREIRA, 122 A",1050,LISBOA,PT,3522501,3150992,,,
210321,FARMACIA BERNE,"AV. DE BERNA, 44-A",1050,LISBOA,PT,21 797 35 68,21 798 65 35,fberne_lx@hotmail.com,,
210322,J C SANTOS DESP ADUAN LD,"RUA DIOGO DO COUTO, 1-5-FTE",1100-194,LISBOA,PT,21 816 06 10,21 815 42 57,j.c.s.despachante@mail.telepac.pt,,
210323,CRISTINA ISABEL VIDEIRA FERNANDES,"RUA DO GARRIDO 75, 1º ESQ",1900,LISBOA,PT,21 849 67 19,,crisfernandes2@sapo.pt,,
210324,RUI MIGUEL CABRAL LOPES,RUA FERNANDO LOPES GRACA LT 4-3º-DT,1600-067,LISBOA,PT,,,ruicabral@oninetspeed.pt,,
210325,SACAVOLAUTO-GARAGEM DE SACAVEM,QTA S. JOÃO AREIAS,2685,CAMARATE,PT,21 947 06 54,,geral@sacavol.pt,,
210326,FHL-COM IND MAT ELECTR ELECTRONICO,"RUA HEROIS DE CHAIMITE, 5 E 7",2675,ODIVELAS,PT,21 938 43 93,21 938 43 94,,,
210328,ANTONIO COELHO DIAS SA,"R MARQUESA ALORNA, 12-A - BONS DIAS",2675-782,RAMADA,PT,21 934 58 00,21 934 58 09,acd.grafica@net.novis.pt,Sr Odete,
210329,QUIMITECNICA,APARTADO 5106,2830,BARREIRO,PT,212069000,212069196,quimitecnica@quimitecnica.pt,Carlos Tomé 962437013,
210330,TEXTYPE ARTES GRAFICAS LDA,ESTRADA BENFICA 212-A,1500-094,LISBOA,PT,21 771 05 40,21 771 05 48,dir.comercial@textype.pt,,
210331,"PT COMUNICAÇÕES , SA",RUA ANDRADE CORVO Nº 6,1050-009,LISBOA,PT,,21 500 40 62,ptpro-fr-creditosconta@telecom.pt,,
210332,MARIA DA CONCEIÇÃO MONTEIRO SANTOS,"PCTª JOAQUIM MARIA COSTA, 4 -R/C- C",2825,COSTA DA CAPARICA,PT,,,,,
210333,MARIA ANTÓNIA GAMA TAVARES,"RUA CARVALHO ARAUJO,  5 - 1º DTº",1885,MOSCAVIDE,PT,,,,,
210334,MARIA HELENA GOMES FREITAS,"RUA GONÇALO BRAGA,  2 - 1º  D",1885,MOSCAVIDE,PT,,,,,
210335,SUSANA MARIA DA CUNHA CARVALHO,"AV. DE ROMA,  48 - 3º -A",1700,LISBOA,PT,,,,,
210336,FERNANDA JESUS M FERNANDES CAMPOS,Rua Dr. João de Barros 12 r/c D,2720-202,LISBOAAmadora,PT,,,,,
210337,VANDA SA MARTINS SILVA,"R PROF JOAO BARREIRA, 10 - 6º A",1600,LISBOA,PT,,,,,
210341,VIRGILIO MANUEL T SIMOES MELO,"QUINTA DO SOL,CASAL DA SOBREIRA",2240-109,FERREIRA DO ZEZERE,PT,24 939 21 35,,,,
210342,MARIA JESUS BARRADAS PIRES,"R HERNANI CIDADE, 26- 1º ESQ",2700-455,BRANDOA,PT,,,,ANTIGO Nº.CONT. 814333850,
210343,"VJ-FOTOCOMPOSIÇÃO, LDª","RUA BERNARDIM RIBEIRO, 41-43",1150-069,LISBOA,PT,,,,,
210345,ORGANEIROS CENTRO-INST MUSICAIS LDA,"ZONA IND DO CAMPORÊS, LOTE 13",3240-475,ANSIÃO,PT,23 662 29 91,23 662 29 95,simonis@sapo.pt,VER NOTA,
210346,MARIA CONCEIÇÃO J FONSECA MIRANDA,"RUA DR JOSE SARAIVA, 17 - 2º ESQº",1800,LISBOA,PT,,,,,
210348,SAP-PORTUGAL,EDIFICIO D. SEBASTIAO - QTA FONTE,2780-730,PACO ARCOS,PT,214465500,214465501,,,
210349,NICHOLAS CHRISTIAN BAKER,"R.MONSENHOR MOLTA,303 - ALCABIDECHE",2765,ESTORIL,PT,,,,,
210350,LIMPA TUDO LIMPEZAS MECANIZADAS LDA,ALTO DOS MOINHOS - R.STA.INES 4 F,2765,MANIQUE DE BAIXO - ESTORIL,PT,,214446101,,,
210351,TNT EXPRESS WORLDWIDE PORTUGALAEROPORTO DE LISBOA,"R. C, EDIFICIO 77",1749-104,LISBOA,PT,21 854 50 00,21 849 91 21,caixa.geral@tnt.com,,
210352,"LEITÃO & IRMÃO, LDA","Travessa da Espera, 8 a 14",1200-176,LISBOA,PT,21 347 02 91,21 347 02 91,nunochaves@leitao-irmao.com,e-mail,
210353,LUIS MANUEL FREIRE MARIANOQUINTA DO OLIVAL - CX Nº 610,VALE DA VILA,8300-053,SILVES,PT,28 244 51 62,,,,
210354,"FERNANDO ROSADO,LDA","RUA DE TIMOR, LOTE 9 - LOJA DTª",2745-225,QUELUZ,PT,21 436 60 97,21 436 27 81,bia@frpianos.com,VER NOTA,
210355,ANA CLARA SOUSA ROCHA,"TV POSSOLO, 15 - 3º ESQº",1350,LISBOA,PT,3972366,,,,
210356,MARIA HELENA L REIS OLIVEIRA NUNES,"R FERREIRA BORGES, 3 - 1º",2825,CHARNECA CAPARICA,PT,2975215,,,,
210357,"NONIO HIROSS, LDA",R LUIS DEROUET 18A - D,1269-090,LISBOA,PT,21 382 61 60,21 385 79 35,nonio@nonio.pt,,
210358,JOÃO FORTUNATO PANTA NUNES,"RUA DO MOINHO, 10",2750-050,COLARES-ALMOÇAGEME,PT,,,pantanunes@sapo.pt,,
210361,VEISIL A  MENDES DA SILVA LDA,"TV. DO ADRO, Nº2 - R. STª MARIA DOS",1800-004,LISBOA,PT,21 853 84 48,21 853 84 56,veisil@veisil.com.pt,,
210362,VITRILAB-MAT.EQUIP.LABORATÓRIO LDA,"Av. 25 de Abril, Lote 205 D",1675,PONTINHA (LISBOA),PT,21 4793370,21 4796210,,,
210363,TMN-TELECOM MOVEIS NACIONAISDIRECÇÃO GRANDES CLIENTES,AV. ALVARO PAIS Nº2 208,1649-041,LISBOA,PT,21 791 49 30,21 500 40 62,ptpro-fr-creditosconta@telecom.pt,,
210364,TRADELABOR TÉCN.CONT.TRATAMENTO AR,"R.AGOSTINHO NETO, 23 ESPAÇO 3",1750,QUINTA LAMBERT - LISBOA,PT,21 755 06 27,21 755 06 35,tradelabor@tradelabor.pt,,
210365,MARGARIDA MANUELA BARBOSA ARAÚJO,"RUA CARLOS JOSÉ BARREIROS,26-2º-ESQ",1000,LISBOA,PT,,,,,
210366,LUIS MANUEL PACHECO CUNHA,"R Ovidio Martins-P.C.Cunha,6/8",2855-355,CORROIOS,PT,21 716 51 58,21 716 05 22,luispachecocunha@sapo.pt,,
210367,MARIA MADALENA V. NOGUEIRA CABRAL,TRAVESSA DA PIMENTEIRA Nº 1,1300-460,LISBOA,PT,,,,,
210368,CATHERINE MCGEE STOCKWELL,"RUA ALEXANDRE HERCULANO, 65-A",2775-755,SASSOEIROS - CARCAVELOS,PT,,,,,
210369,LUCIO MIGUEL STUDER FERREIRA,"RUA JOÃO DE ALMEIDA, 52 - 2ºD",1300-267,LISBOA,PT,91 402 40 84,,lucio.studer@gmail.com,,
210370,SÍLVIA BARROCAS FEIO SOBRAL,"RUA HELIODORO SALGADO, 8 - 1º C",2775,PAREDE,PT,,,,,
210371,VIAGENS ABREU SA,"AV. 25 ABRIL, 2 - EDIFÍCIO ABREU",2795-195,LINDA-A-VELHA,PT,21 415 60 00,21 415 63 88,lsousa.lisboa@abreu.pt,VER NOTA,
210373,"KONICA MINOLTA BUSI SOL  PORT, LDA","R.PROF.HENRIQUE BARROS, 4-10º. B",2685-338,PRIOR VELHO,PT,219 492 100,219 492 193,credito.cobrancas@konicaminolta.pt,Altera.morada dev.corresp.devolvida-Alt.pela Factu,
210374,GLOBAL NOTICIAS PUBLICAÇÕES SA,"AV. DA LIBERDADE, 266 4º Piso",1250-149,LISBOA,PT,21 318 73 06,21 318 75 07,tesouraria1@ci-media.pt,e-mail,
210375,"SETA - TRADING, LDA","RUA DA RESTAURAÇÃO, 412 S/C",4050,PORTO,PT,22 605 12 60,22 600 50 81/26,,,
210376,MUSEU NACIONAL DE ARTE ANTIGA,RUA DAS JANELAS VERDES,1249-017,LISBOA,PT,21 391 28 00,21 397 37 03,mnarteantiga@ipmuseus.pt,,
210377,CEVA LOGISTICS (PORTUGAL) LOG EMPR,AV SEVERIANO FALCÃO 22-1º SALA A,2685-378,PRIOR VELHO,PT,21 942 77 10,21 940 11 25,Isabel.francisco@cevalogistics.com,,
210378,BUROTICA SOC ESTUDOS EQUIPAMENTOS,"ED. EMPR.-ALAM. ANTONIO SERGIO, 7",2795-023,LINDA-A-VELHA,PT,21 415 22 00,21 415 22 90,grangeiro.c@pt.zetes.com,Att. SRª Dª ANA FRAZÃO,
210379,CASA COMIDA-REST GASTRONOMIA LDA,"R.S.FRANCISCO SALES, 20 - R/C DTº",1250,LISBOA,PT,21 388 53 76,21 387 51 32,r.alcantara@casadacomida.pt,,
